sub_path,target_image
../../../../Datasets/images/preprocessed_image\C\C38.jpg,2.0
../../../../Datasets/images/preprocessed_image\C\C880.jpg,2.0
../../../../Datasets/images/preprocessed_image\R\R312.jpg,17.0
../../../../Datasets/images/preprocessed_image\Q\Q709.jpg,16.0
../../../../Datasets/images/preprocessed_image\R\R678.jpg,17.0
../../../../Datasets/images/preprocessed_image\U\U558.jpg,20.0
../../../../Datasets/images/preprocessed_image\I\I312.jpg,8.0
../../../../Datasets/images/preprocessed_image\K\K122.jpg,10.0
../../../../Datasets/images/preprocessed_image\T\T879.jpg,19.0
../../../../Datasets/images/preprocessed_image\C\C827.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H891.jpg,7.0
../../../../Datasets/images/preprocessed_image\C\C743.jpg,2.0
../../../../Datasets/images/preprocessed_image\K\K802.jpg,10.0
../../../../Datasets/images/preprocessed_image\H\H334.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing292.jpg,26.0
../../../../Datasets/images/preprocessed_image\nothing\nothing958.jpg,26.0
../../../../Datasets/images/preprocessed_image\A\A803.jpg,0.0
../../../../Datasets/images/preprocessed_image\S\S138.jpg,18.0
../../../../Datasets/images/preprocessed_image\W\W366.jpg,22.0
../../../../Datasets/images/preprocessed_image\X\X805.jpg,23.0
../../../../Datasets/images/preprocessed_image\W\W0.jpg,22.0
../../../../Datasets/images/preprocessed_image\D\D734.jpg,3.0
../../../../Datasets/images/preprocessed_image\F\F113.jpg,5.0
../../../../Datasets/images/preprocessed_image\X\X911.jpg,23.0
../../../../Datasets/images/preprocessed_image\I\I463.jpg,8.0
../../../../Datasets/images/preprocessed_image\I\I849.jpg,8.0
../../../../Datasets/images/preprocessed_image\G\G851.jpg,6.0
../../../../Datasets/images/preprocessed_image\H\H703.jpg,7.0
../../../../Datasets/images/preprocessed_image\N\N687.jpg,13.0
../../../../Datasets/images/preprocessed_image\A\A982.jpg,0.0
../../../../Datasets/images/preprocessed_image\K\K235.jpg,10.0
../../../../Datasets/images/preprocessed_image\K\K797.jpg,10.0
../../../../Datasets/images/preprocessed_image\N\N733.jpg,13.0
../../../../Datasets/images/preprocessed_image\W\W989.jpg,22.0
../../../../Datasets/images/preprocessed_image\X\X547.jpg,23.0
../../../../Datasets/images/preprocessed_image\E\E53.jpg,4.0
../../../../Datasets/images/preprocessed_image\N\N269.jpg,13.0
../../../../Datasets/images/preprocessed_image\Q\Q54.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q366.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U131.jpg,20.0
../../../../Datasets/images/preprocessed_image\nothing\nothing807.jpg,26.0
../../../../Datasets/images/preprocessed_image\B\B528.jpg,1.0
../../../../Datasets/images/preprocessed_image\I\I712.jpg,8.0
../../../../Datasets/images/preprocessed_image\G\G409.jpg,6.0
../../../../Datasets/images/preprocessed_image\Q\Q149.jpg,16.0
../../../../Datasets/images/preprocessed_image\I\I191.jpg,8.0
../../../../Datasets/images/preprocessed_image\P\P823.jpg,15.0
../../../../Datasets/images/preprocessed_image\P\P751.jpg,15.0
../../../../Datasets/images/preprocessed_image\nothing\nothing254.jpg,26.0
../../../../Datasets/images/preprocessed_image\T\T942.jpg,19.0
../../../../Datasets/images/preprocessed_image\E\E375.jpg,4.0
../../../../Datasets/images/preprocessed_image\G\G804.jpg,6.0
../../../../Datasets/images/preprocessed_image\O\O105.jpg,14.0
../../../../Datasets/images/preprocessed_image\I\I656.jpg,8.0
../../../../Datasets/images/preprocessed_image\L\L459.jpg,11.0
../../../../Datasets/images/preprocessed_image\T\T775.jpg,19.0
../../../../Datasets/images/preprocessed_image\D\D487.jpg,3.0
../../../../Datasets/images/preprocessed_image\S\S648.jpg,18.0
../../../../Datasets/images/preprocessed_image\nothing\nothing618.jpg,26.0
../../../../Datasets/images/preprocessed_image\Y\Y999.jpg,24.0
../../../../Datasets/images/preprocessed_image\X\X345.jpg,23.0
../../../../Datasets/images/preprocessed_image\H\H935.jpg,7.0
../../../../Datasets/images/preprocessed_image\X\X238.jpg,23.0
../../../../Datasets/images/preprocessed_image\N\N468.jpg,13.0
../../../../Datasets/images/preprocessed_image\D\D506.jpg,3.0
../../../../Datasets/images/preprocessed_image\Z\Z330.jpg,25.0
../../../../Datasets/images/preprocessed_image\G\G820.jpg,6.0
../../../../Datasets/images/preprocessed_image\P\P273.jpg,15.0
../../../../Datasets/images/preprocessed_image\R\R713.jpg,17.0
../../../../Datasets/images/preprocessed_image\P\P719.jpg,15.0
../../../../Datasets/images/preprocessed_image\X\X193.jpg,23.0
../../../../Datasets/images/preprocessed_image\R\R46.jpg,17.0
../../../../Datasets/images/preprocessed_image\Y\Y679.jpg,24.0
../../../../Datasets/images/preprocessed_image\L\L484.jpg,11.0
../../../../Datasets/images/preprocessed_image\P\P973.jpg,15.0
../../../../Datasets/images/preprocessed_image\Y\Y286.jpg,24.0
../../../../Datasets/images/preprocessed_image\S\S679.jpg,18.0
../../../../Datasets/images/preprocessed_image\B\B567.jpg,1.0
../../../../Datasets/images/preprocessed_image\S\S158.jpg,18.0
../../../../Datasets/images/preprocessed_image\M\M344.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H526.jpg,7.0
../../../../Datasets/images/preprocessed_image\U\U875.jpg,20.0
../../../../Datasets/images/preprocessed_image\S\S122.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G937.jpg,6.0
../../../../Datasets/images/preprocessed_image\U\U977.jpg,20.0
../../../../Datasets/images/preprocessed_image\C\C320.jpg,2.0
../../../../Datasets/images/preprocessed_image\U\U60.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D71.jpg,3.0
../../../../Datasets/images/preprocessed_image\C\C721.jpg,2.0
../../../../Datasets/images/preprocessed_image\Y\Y638.jpg,24.0
../../../../Datasets/images/preprocessed_image\Y\Y93.jpg,24.0
../../../../Datasets/images/preprocessed_image\C\C142.jpg,2.0
../../../../Datasets/images/preprocessed_image\M\M630.jpg,12.0
../../../../Datasets/images/preprocessed_image\P\P121.jpg,15.0
../../../../Datasets/images/preprocessed_image\G\G608.jpg,6.0
../../../../Datasets/images/preprocessed_image\N\N399.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B788.jpg,1.0
../../../../Datasets/images/preprocessed_image\O\O473.jpg,14.0
../../../../Datasets/images/preprocessed_image\R\R975.jpg,17.0
../../../../Datasets/images/preprocessed_image\W\W158.jpg,22.0
../../../../Datasets/images/preprocessed_image\S\S674.jpg,18.0
../../../../Datasets/images/preprocessed_image\V\V275.jpg,21.0
../../../../Datasets/images/preprocessed_image\J\J399.jpg,9.0
../../../../Datasets/images/preprocessed_image\Y\Y193.jpg,24.0
../../../../Datasets/images/preprocessed_image\N\N69.jpg,13.0
../../../../Datasets/images/preprocessed_image\F\F485.jpg,5.0
../../../../Datasets/images/preprocessed_image\A\A81.jpg,0.0
../../../../Datasets/images/preprocessed_image\M\M773.jpg,12.0
../../../../Datasets/images/preprocessed_image\J\J488.jpg,9.0
../../../../Datasets/images/preprocessed_image\J\J693.jpg,9.0
../../../../Datasets/images/preprocessed_image\K\K345.jpg,10.0
../../../../Datasets/images/preprocessed_image\F\F291.jpg,5.0
../../../../Datasets/images/preprocessed_image\P\P777.jpg,15.0
../../../../Datasets/images/preprocessed_image\nothing\nothing712.jpg,26.0
../../../../Datasets/images/preprocessed_image\X\X441.jpg,23.0
../../../../Datasets/images/preprocessed_image\W\W21.jpg,22.0
../../../../Datasets/images/preprocessed_image\R\R851.jpg,17.0
../../../../Datasets/images/preprocessed_image\P\P590.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q735.jpg,16.0
../../../../Datasets/images/preprocessed_image\X\X160.jpg,23.0
../../../../Datasets/images/preprocessed_image\L\L595.jpg,11.0
../../../../Datasets/images/preprocessed_image\B\B642.jpg,1.0
../../../../Datasets/images/preprocessed_image\M\M841.jpg,12.0
../../../../Datasets/images/preprocessed_image\C\C644.jpg,2.0
../../../../Datasets/images/preprocessed_image\X\X154.jpg,23.0
../../../../Datasets/images/preprocessed_image\Y\Y681.jpg,24.0
../../../../Datasets/images/preprocessed_image\Q\Q699.jpg,16.0
../../../../Datasets/images/preprocessed_image\C\C249.jpg,2.0
../../../../Datasets/images/preprocessed_image\F\F850.jpg,5.0
../../../../Datasets/images/preprocessed_image\nothing\nothing87.jpg,26.0
../../../../Datasets/images/preprocessed_image\B\B259.jpg,1.0
../../../../Datasets/images/preprocessed_image\nothing\nothing975.jpg,26.0
../../../../Datasets/images/preprocessed_image\Y\Y382.jpg,24.0
../../../../Datasets/images/preprocessed_image\O\O682.jpg,14.0
../../../../Datasets/images/preprocessed_image\V\V936.jpg,21.0
../../../../Datasets/images/preprocessed_image\W\W928.jpg,22.0
../../../../Datasets/images/preprocessed_image\O\O48.jpg,14.0
../../../../Datasets/images/preprocessed_image\W\W304.jpg,22.0
../../../../Datasets/images/preprocessed_image\J\J460.jpg,9.0
../../../../Datasets/images/preprocessed_image\G\G309.jpg,6.0
../../../../Datasets/images/preprocessed_image\O\O639.jpg,14.0
../../../../Datasets/images/preprocessed_image\X\X572.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O109.jpg,14.0
../../../../Datasets/images/preprocessed_image\Z\Z180.jpg,25.0
../../../../Datasets/images/preprocessed_image\P\P656.jpg,15.0
../../../../Datasets/images/preprocessed_image\nothing\nothing404.jpg,26.0
../../../../Datasets/images/preprocessed_image\Z\Z477.jpg,25.0
../../../../Datasets/images/preprocessed_image\B\B376.jpg,1.0
../../../../Datasets/images/preprocessed_image\O\O573.jpg,14.0
../../../../Datasets/images/preprocessed_image\D\D775.jpg,3.0
../../../../Datasets/images/preprocessed_image\R\R753.jpg,17.0
../../../../Datasets/images/preprocessed_image\A\A725.jpg,0.0
../../../../Datasets/images/preprocessed_image\O\O570.jpg,14.0
../../../../Datasets/images/preprocessed_image\H\H562.jpg,7.0
../../../../Datasets/images/preprocessed_image\U\U244.jpg,20.0
../../../../Datasets/images/preprocessed_image\I\I113.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y904.jpg,24.0
../../../../Datasets/images/preprocessed_image\O\O166.jpg,14.0
../../../../Datasets/images/preprocessed_image\I\I83.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V793.jpg,21.0
../../../../Datasets/images/preprocessed_image\X\X728.jpg,23.0
../../../../Datasets/images/preprocessed_image\B\B446.jpg,1.0
../../../../Datasets/images/preprocessed_image\L\L118.jpg,11.0
../../../../Datasets/images/preprocessed_image\V\V49.jpg,21.0
../../../../Datasets/images/preprocessed_image\T\T42.jpg,19.0
../../../../Datasets/images/preprocessed_image\J\J176.jpg,9.0
../../../../Datasets/images/preprocessed_image\I\I304.jpg,8.0
../../../../Datasets/images/preprocessed_image\nothing\nothing290.jpg,26.0
../../../../Datasets/images/preprocessed_image\H\H869.jpg,7.0
../../../../Datasets/images/preprocessed_image\X\X610.jpg,23.0
../../../../Datasets/images/preprocessed_image\W\W282.jpg,22.0
../../../../Datasets/images/preprocessed_image\S\S227.jpg,18.0
../../../../Datasets/images/preprocessed_image\F\F136.jpg,5.0
../../../../Datasets/images/preprocessed_image\O\O325.jpg,14.0
../../../../Datasets/images/preprocessed_image\E\E747.jpg,4.0
../../../../Datasets/images/preprocessed_image\M\M938.jpg,12.0
../../../../Datasets/images/preprocessed_image\L\L684.jpg,11.0
../../../../Datasets/images/preprocessed_image\A\A854.jpg,0.0
../../../../Datasets/images/preprocessed_image\G\G51.jpg,6.0
../../../../Datasets/images/preprocessed_image\I\I821.jpg,8.0
../../../../Datasets/images/preprocessed_image\E\E734.jpg,4.0
../../../../Datasets/images/preprocessed_image\X\X586.jpg,23.0
../../../../Datasets/images/preprocessed_image\T\T993.jpg,19.0
../../../../Datasets/images/preprocessed_image\X\X316.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S744.jpg,18.0
../../../../Datasets/images/preprocessed_image\nothing\nothing418.jpg,26.0
../../../../Datasets/images/preprocessed_image\T\T794.jpg,19.0
../../../../Datasets/images/preprocessed_image\C\C203.jpg,2.0
../../../../Datasets/images/preprocessed_image\O\O87.jpg,14.0
../../../../Datasets/images/preprocessed_image\A\A769.jpg,0.0
../../../../Datasets/images/preprocessed_image\D\D43.jpg,3.0
../../../../Datasets/images/preprocessed_image\O\O311.jpg,14.0
../../../../Datasets/images/preprocessed_image\Y\Y876.jpg,24.0
../../../../Datasets/images/preprocessed_image\Y\Y16.jpg,24.0
../../../../Datasets/images/preprocessed_image\H\H847.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing424.jpg,26.0
../../../../Datasets/images/preprocessed_image\C\C798.jpg,2.0
../../../../Datasets/images/preprocessed_image\U\U825.jpg,20.0
../../../../Datasets/images/preprocessed_image\Q\Q3.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U739.jpg,20.0
../../../../Datasets/images/preprocessed_image\E\E61.jpg,4.0
../../../../Datasets/images/preprocessed_image\J\J806.jpg,9.0
../../../../Datasets/images/preprocessed_image\V\V734.jpg,21.0
../../../../Datasets/images/preprocessed_image\P\P950.jpg,15.0
../../../../Datasets/images/preprocessed_image\Z\Z184.jpg,25.0
../../../../Datasets/images/preprocessed_image\Z\Z667.jpg,25.0
../../../../Datasets/images/preprocessed_image\I\I672.jpg,8.0
../../../../Datasets/images/preprocessed_image\B\B915.jpg,1.0
../../../../Datasets/images/preprocessed_image\M\M206.jpg,12.0
../../../../Datasets/images/preprocessed_image\I\I72.jpg,8.0
../../../../Datasets/images/preprocessed_image\C\C654.jpg,2.0
../../../../Datasets/images/preprocessed_image\I\I903.jpg,8.0
../../../../Datasets/images/preprocessed_image\H\H313.jpg,7.0
../../../../Datasets/images/preprocessed_image\Q\Q175.jpg,16.0
../../../../Datasets/images/preprocessed_image\X\X172.jpg,23.0
../../../../Datasets/images/preprocessed_image\V\V424.jpg,21.0
../../../../Datasets/images/preprocessed_image\R\R338.jpg,17.0
../../../../Datasets/images/preprocessed_image\G\G189.jpg,6.0
../../../../Datasets/images/preprocessed_image\T\T933.jpg,19.0
../../../../Datasets/images/preprocessed_image\C\C999.jpg,2.0
../../../../Datasets/images/preprocessed_image\B\B504.jpg,1.0
../../../../Datasets/images/preprocessed_image\W\W564.jpg,22.0
../../../../Datasets/images/preprocessed_image\G\G227.jpg,6.0
../../../../Datasets/images/preprocessed_image\S\S581.jpg,18.0
../../../../Datasets/images/preprocessed_image\R\R547.jpg,17.0
../../../../Datasets/images/preprocessed_image\Y\Y717.jpg,24.0
../../../../Datasets/images/preprocessed_image\L\L245.jpg,11.0
../../../../Datasets/images/preprocessed_image\D\D445.jpg,3.0
../../../../Datasets/images/preprocessed_image\X\X107.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O589.jpg,14.0
../../../../Datasets/images/preprocessed_image\Q\Q774.jpg,16.0
../../../../Datasets/images/preprocessed_image\G\G57.jpg,6.0
../../../../Datasets/images/preprocessed_image\T\T240.jpg,19.0
../../../../Datasets/images/preprocessed_image\A\A187.jpg,0.0
../../../../Datasets/images/preprocessed_image\H\H783.jpg,7.0
../../../../Datasets/images/preprocessed_image\Y\Y310.jpg,24.0
../../../../Datasets/images/preprocessed_image\D\D49.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P375.jpg,15.0
../../../../Datasets/images/preprocessed_image\Y\Y553.jpg,24.0
../../../../Datasets/images/preprocessed_image\B\B132.jpg,1.0
../../../../Datasets/images/preprocessed_image\A\A336.jpg,0.0
../../../../Datasets/images/preprocessed_image\X\X662.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S834.jpg,18.0
../../../../Datasets/images/preprocessed_image\nothing\nothing159.jpg,26.0
../../../../Datasets/images/preprocessed_image\F\F506.jpg,5.0
../../../../Datasets/images/preprocessed_image\I\I241.jpg,8.0
../../../../Datasets/images/preprocessed_image\L\L905.jpg,11.0
../../../../Datasets/images/preprocessed_image\W\W436.jpg,22.0
../../../../Datasets/images/preprocessed_image\G\G325.jpg,6.0
../../../../Datasets/images/preprocessed_image\V\V642.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I901.jpg,8.0
../../../../Datasets/images/preprocessed_image\nothing\nothing65.jpg,26.0
../../../../Datasets/images/preprocessed_image\Y\Y153.jpg,24.0
../../../../Datasets/images/preprocessed_image\W\W66.jpg,22.0
../../../../Datasets/images/preprocessed_image\H\H791.jpg,7.0
../../../../Datasets/images/preprocessed_image\H\H747.jpg,7.0
../../../../Datasets/images/preprocessed_image\J\J390.jpg,9.0
../../../../Datasets/images/preprocessed_image\S\S455.jpg,18.0
../../../../Datasets/images/preprocessed_image\W\W780.jpg,22.0
../../../../Datasets/images/preprocessed_image\U\U663.jpg,20.0
../../../../Datasets/images/preprocessed_image\R\R733.jpg,17.0
../../../../Datasets/images/preprocessed_image\Z\Z811.jpg,25.0
../../../../Datasets/images/preprocessed_image\S\S135.jpg,18.0
../../../../Datasets/images/preprocessed_image\N\N643.jpg,13.0
../../../../Datasets/images/preprocessed_image\M\M694.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H809.jpg,7.0
../../../../Datasets/images/preprocessed_image\Q\Q564.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q981.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q284.jpg,16.0
../../../../Datasets/images/preprocessed_image\nothing\nothing222.jpg,26.0
../../../../Datasets/images/preprocessed_image\T\T257.jpg,19.0
../../../../Datasets/images/preprocessed_image\P\P541.jpg,15.0
../../../../Datasets/images/preprocessed_image\E\E304.jpg,4.0
../../../../Datasets/images/preprocessed_image\X\X181.jpg,23.0
../../../../Datasets/images/preprocessed_image\J\J140.jpg,9.0
../../../../Datasets/images/preprocessed_image\P\P106.jpg,15.0
../../../../Datasets/images/preprocessed_image\R\R405.jpg,17.0
../../../../Datasets/images/preprocessed_image\Y\Y737.jpg,24.0
../../../../Datasets/images/preprocessed_image\F\F58.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T806.jpg,19.0
../../../../Datasets/images/preprocessed_image\Z\Z570.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M932.jpg,12.0
